trade_id,trade_date,entry_hour,side,entry_time,exit_time,entry,exit,sl,tp,risk_distance,bars_in_trade,pnl,r_multiple,exit_reason,be_activated,mfe_r,mae_r,best_r,worst_r,orb_high,orb_low,atr_at_entry,adx_h1_at_entry,balance_after
1,2024-11-08,10,SELL,2024-11-08 10:05:00,2024-11-08 12:05:00,2685.22,2686.27,2696.430945226048,2668.4035821609273,11.210945226048352,25,-4.682923602019449,-0.0937,timeout,False,0.2979,0.5807,0.2979,0.5807,2696.23,2685.94,2.009452260479661,25.521977301119268,9995.31707639798
2,2024-11-12,9,SELL,2024-11-12 09:25:00,2024-11-12 11:25:00,2600.18,2594.52,2618.347874866859,2572.928187699711,18.167874866859165,25,15.569651119628018,0.3115,timeout,False,0.5174,0.349,0.5174,0.349,2618.07,2603.41,2.7787486685864997,44.81738056020801,10010.886727517607
3,2024-11-13,10,SELL,2024-11-13 10:15:00,2024-11-13 10:30:00,2601.75,2607.971884057548,2607.971884057548,2592.417173913678,6.221884057547868,4,-50.05443363758803,-1.0,sl,False,0.1221,1.0608,0.1221,1.0608,2607.82,2603.51,1.5188405754754606,29.537447830275838,9960.83229388002
4,2024-11-14,9,SELL,2024-11-14 09:15:00,2024-11-14 11:15:00,2550.88,2551.88,2565.341877436427,2529.18718384536,14.461877436426676,25,-3.443824060073489,-0.0691,timeout,False,0.0249,0.6126,0.0249,0.6126,2565.12,2551.81,2.2187743642678837,36.54677200144984,9957.388469819945
5,2024-11-26,9,SELL,2024-11-26 09:30:00,2024-11-26 11:30:00,2616.05,2623.15,2626.636161148267,2600.1707582776,10.58616114826691,25,-33.391451889665774,-0.6707,timeout,False,0.4969,0.6896,0.4969,0.6896,2626.44,2617.81,1.961611482668675,46.775482649526516,9923.99701793028
6,2024-12-13,9,SELL,2024-12-13 09:30:00,2024-12-13 11:20:00,2682.64,2670.692429190628,2690.605047206248,2670.692429190628,7.965047206248073,23,74.42997763447568,1.5,tp,True,1.5003,0.2624,1.5003,0.2624,2690.44,2683.26,1.6504720624775036,28.88259070411759,9998.426995564756
7,2024-12-19,15,SELL,2024-12-19 15:10:00,2024-12-19 16:00:00,2603.01,2595.62,2614.3207559633747,2586.0438660549385,11.310755963374504,11,32.662881126816664,0.6534,timeout,False,0.7312,0.2166,0.7312,0.2166,2614.1,2603.23,2.207559633747606,22.227680633965385,10031.089876691572
8,2025-02-12,15,SELL,2025-02-12 15:10:00,2025-02-12 15:30:00,2882.61,2864.270264390989,2894.8364904060077,2864.270264390989,12.226490406007542,5,75.2331740751868,1.5,tp,False,1.5188,0.0098,1.5188,0.0098,2894.61,2883.46,2.264904060073746,35.778022726523155,10106.32305076676
9,2025-02-27,11,SELL,2025-02-27 11:40:00,2025-02-27 13:40:00,2888.13,2888.84,2898.7788031762843,2872.1567952355736,10.648803176284218,25,-3.3691529683003183,-0.0667,timeout,False,0.2169,0.6498,0.2169,0.6498,2898.42,2888.6,3.5880317628431397,36.871040863426174,10102.95389779846
10,2025-02-28,9,SELL,2025-02-28 09:20:00,2025-02-28 10:40:00,2861.67,2853.424733388285,2867.16684440781,2853.424733388285,5.496844407809931,17,75.77215423349054,1.5,tp,True,1.7264,0.0309,1.7264,0.0309,2866.98,2861.72,1.868444078101047,44.47876864990593,10178.72605203195
